A good too many people have reported stolen things, food, and even livestock. They do it under the cloak of night, when the brigands are asleep or too inebriated to care.	Až příliš mnoho lidí hlásilo ukradené věci, jídlo, a dokonce dobytek. Dělají to pod pláštěm noci, když Brigands spí nebo jsou příliš opilí, než aby se starali.
A helping hand in getting rid of this treacherous dog, Kug. His new deal with the crown is sickening, instead of relying on his own skills and men, he just went scheming under the queen's skirt.	Pomocnou ruku při zbavení se toho zrádného psa Kuga. Jeho nová dohoda s korunou je odporná. Místo aby se spolehl na vlastní schopnosti a muže, prostě vlezl pod královninu sukni a kuje pikle.
A little run down to refresh your memory: There have been strange occurrences in Halmare, people dying, acting insane, or going blind, we haven’t been able to pinpoint what has been happening.	Krátké shrnutí, abych ti osvěžila paměť: v Halmare se dějí zvláštní věci, lidé umírají, šílejí nebo slepnou, a nedokázali jsme určit, co se to děje.
A week, maybe? He was quite sick recently, and the stress of it seemed to cause him to spiral. Some say he’ll be back to normal once he wins the election, but I’m not so certain.	Týden, možná? Nedávno byl dost nemocný a ten stres ho, zdá se, stáhl dolů. Někteří říkají, že bude zase v pořádku, až vyhraje volby, ale já si tím tak jistý nejsem.
After everything I’ve heard about you, and all you’ve done… I don’t want to believe you, because it means things are much worse than I thought. But I have no reason to doubt you.	Po všem, co jsem o tobě slyšel, a po všem, cos udělal… Nechci ti věřit, protože to znamená, že je to mnohem horší, než jsem myslel. Ale nemám důvod o tobě pochybovat.
After his passing, his wife gave me his book collection. There was a lot of information about the rebellion in there, the kind of books that are banned in the Lowlands.	Po jeho smrti mi jeho žena dala jeho sbírku knih. Bylo tam hodně o povstání, takové knihy, které jsou v Nížinách zakázané.
Ah Klara, she’s The Lady. She’s like a daughter I never had. I met her when she was still little. Her parents were killed by bandits, but she managed to escape them.	Ach Klara, to je Paní. Je jako dcera, kterou jsem nikdy neměl. Potkal jsem ji, když byla ještě malá. Rodiče jí zabili bandité, ale jí se podařilo uniknout.
Ah, because we could come to an understanding, a deal, one would say. Instead of killing me and freeing those vermin, you could simply walk away and get a much bigger reward.	Ach, protože bychom se mohli dohodnout, uzavřít obchod, dalo by se říct. Místo abys mě zabil a osvobodil tu havěť, mohl bys prostě odejít a dostat mnohem větší odměnu.
Ah, I see. Those Halmayans sent you, right? I can hear their falsehoods dripping in your voice. But, before I meet the same fate as my fellow men, tell me, what did they send you here to do?	Ach, chápu. Poslali tě ti Halmayané, že? Slyším, jak z tvého hlasu kapou jejich lži. Ale než mě potká stejný osud jako mé druhy, pověz, co ti sem nařídili udělat?
Also, it is much more useful to have more hands helping out, especially when it comes to building more and more structures to improve your comfort, would you not say so?	Také je mnohem užitečnější mít víc rukou k pomoci, zvlášť když jde o stavbu dalších a dalších budov pro tvé pohodlí, neřekl bys?
An envoy is leaving Cragkeep towards Cragkeep Bay soon. I need you to go after it, make sure you get to it before it reaches the bay, or it’ll be too late. Check if my Isa is with them.	Z Cragkeepu brzy vyrazí průvod k zátoce Cragkeepu. Potřebuji, abys šel za ním a dostal se k němu dřív, než dorazí do zátoky, jinak bude pozdě. Zjisti, jestli je s nimi má Isa.
And as we face more challenges in the future, I believe compromise and cooperation is vital. As much as we may want to vilify Lord Ashbourne, he is the best chance we have of overcoming our obstacles.	A jak budeme v budoucnu čelit dalším výzvám, věřím, že kompromis a spolupráce jsou zásadní. Jakkoli bychom chtěli lorda Ashbournea očerňovat, je naší nejlepší nadějí, jak překonat překážky.
And one more thing: the bandits like to hoard many goods that were stolen in their raids, so be sure to search their camp thoroughly, and you might find something of use for yourself.	A ještě něco: bandité rádi hromadí zboží ukradené při nájezdech, tak jejich tábor důkladně prohledej, možná najdeš něco užitečného pro sebe.
And since you got rid of both the Cassians and the Halmayans, there is no obstacle for the islands to prosper. I want to offer my promise of mutual help and trade to you.	A když ses zbavil Cassianů i Halmayanů, nic nebrání ostrovům vzkvétat. Chci ti nabídnout svůj slib vzájemné pomoci a obchodu.
And since you got rid of Cassandra and the Cassians, there is no obstacle for the islands to prosper. I already got into agreement with Lyra, and I want to offer my promise of mutual help and trade to you.	A když ses zbavil Cassandry a Cassianů, nic nebrání ostrovům vzkvétat. S Lyrou už jsem se dohodl a chci ti nabídnout svůj slib vzájemné pomoci a obchodu.
And since you got rid of Lyra and the Halmayans, there is no obstacle for the islands to prosper. I already got into agreement with Cassandra, and I want to offer my promise of mutual help and trade to you.	A když ses zbavil Lyry a Halmayanů, nic nebrání ostrovům vzkvétat. S Cassandrou už jsem se dohodl a chci ti nabídnout svůj slib vzájemné pomoci a obchodu.
And the thing is, the Brigands were being very polite. Cordial, even. Behavior I’ve never received from Brigands. They slapped a big bag of gold on the table, and I gave them the cloak.	A věc se má tak, že Brigands byli velmi zdvořilí. Až srdeční. Tak se ke mně Brigands nikdy nechovali. Plácli na stůl velký pytel zlata a já jim ten plášť dal.
And when he came to Cragkeep, he wove a new story: a pedigree of noble blood, a rightful place among lords. Lies, all of it, but wrapped in enough gold and fear that people swallowed it whole.	A když přišel do Cragkeepu, spředl nový příběh: rodokmen urozené krve, právoplatné místo mezi pány. Samé lži, ale zabalené do tolika zlata a strachu, že je lidé spolkli i s navijákem.
Apparently Patrick Sten has been sworn in for his second term as Elder of Bradford. As much as I think he’s an old weirdo, maybe he can help you with your sigil mystery?	Patrick Sten prý složil přísahu na druhé období jako stařešina Bradfordu. I když si myslím, že je to starý podivín, možná ti pomůže s tou záhadou znaku?
As an Elder, I’ll harness the collective knowledge an’ experience of our hunters to take on any challenges we may face, like scarce game, harsh weather, and any potential conflicts with neighborin’ villages.	Jako stařešina využiji společné vědění a zkušenosti našich lovců, abychom čelili všem výzvám, jako je nedostatek zvěře, drsné počasí a případné spory se sousedními vesnicemi.
As for Kug, I will see to his replacement. Someone with a rightful claim, someone easy to guide toward what serves the Isles best. Most importantly, someone who will keep the Queen content.	Pokud jde o Kuga, o jeho náhradu se postarám. Někdo s právoplatným nárokem, někdo, koho lze snadno vést k tomu, co Ostrovům nejlépe slouží. A hlavně někdo, kdo udrží královnu spokojenou.
As I said before, people are trustworthy and the cruel truth is, they can turn on you the moment a richer purse appears. I understand it, yet I do not forgive it.	Jak jsem řekla, lidem lze věřit, a krutá pravda je, že se proti tobě mohou obrátit v okamžiku, kdy se objeví tučnější měšec. Chápu to, ale neodpouštím.
As I told you already. Halmayans hate the Cassians for taking their land, Falsgars guard the town, but no one wants them here, and the Cassians think they own everything.	Jak jsem ti už řekl. Halmayané nenávidí Cassiany za to, že jim vzali zemi, Falsgar hlídá město, ale nikdo je tu nechce, a Cassiané si myslí, že jim patří všechno.
As we speak, I’ve got members of Burning Stove searching for him. You need to rest while you can, because the backlash to defeating Ashbourne won’t be far enough.	Zatímco mluvíme, členové Hořících kamen ho hledají. Musíš si odpočinout, dokud můžeš, protože odveta za porážku Ashbournea na sebe nenechá dlouho čekat.
As you may know or not, our little Edoardo somehow made one of the Halmayan girls fall in love with him and her feelings were mutual. Then she joined our little community.	Ať už to víš, nebo ne, náš malý Edoardo nějak přiměl jednu halmayanskou dívku, aby se do něj zamilovala, a její city byly opětované. Pak se přidala k naší malé komunitě.
As you may or may not know, our little Edoardo somehow made one of the Halmayan girls fall in love with him and her feelings were mutual. Then she joined our little community.	Ať už to víš, nebo ne, náš malý Edoardo nějak přiměl jednu halmayanskou dívku, aby se do něj zamilovala, a její city byly opětované. Pak se přidala k naší malé komunitě.
As you may or may not notice, his new propaganda campaign has an insidious purpose, taking our fellow countrymen by deceit and selling them to the queen into slavery in exchange for some royal soldiers as reinforcements.	Ať už sis toho všiml, nebo ne, jeho nová propagandistická kampaň má zákeřný účel: lstí brát naše krajany a prodávat je královně do otroctví výměnou za pár královských vojáků jako posily.
As you’re walking into the wolf’s den, keep your senses sharp, and have all the necessary weapons and armour for you and your followers, if you do decide to take them with you.	Když vcházíš do vlčího doupěte, měj smysly nastražené a měj všechny potřebné zbraně a zbroj pro sebe i své stoupence, pokud se je rozhodneš vzít s sebou.
Ashbourne holds people in Hollow Keep near the sea. The location makes it easier for them to transport people, they’re sent here on ships from all over Karvenia.	Ashbourne drží lidi v Hollow Keepu u moře. To místo jim usnadňuje převoz lidí, posílají je sem na lodích z celé Karvenie.
Aye. Our scouts saw him boarding a ship under guard. He’s waiting for the tide to turn before making his escape. That ship won’t move until Redhold signals the way is clear. That’s why this step is critical, hold off Redhold, and he’s trapped.	Jo. Naši zvědové ho viděli nastupovat na loď pod stráží. Čeká, až se obrátí příliv, a pak uprchne. Ta loď se nehne, dokud Redhold nedá znamení, že je cesta volná. Proto je tenhle krok zásadní – zadrž Redhold a on je v pasti.
Because a corpse can’t sway the people, but a captive can. Kug will break him, parade him, make him a warning. We cannot let that stand… but rushing now would doom us all.	Protože mrtvola lid nezviklá, ale zajatec ano. Kug ho zlomí, bude ho vystavovat, udělá z něj výstrahu. To nemůžeme dopustit… ale ukvapit se teď by nás všechny odsoudilo k záhubě.
Because a knife in your back cuts deeper than a crown on an enemy’s head. If we leave him alive, the Kug will always know our step before we take it. Strike the traitor first, and Kug won’t have a little bird whispering in his ear anymore.	Protože nůž v zádech řeže hlouběji než koruna na nepřítelově hlavě. Když ho necháme naživu, Kug bude vždy znát náš krok dřív, než ho uděláme. Udeř nejdřív na zrádce a Kug už nebude mít ptáčka, který mu šeptá do ucha.
Because I’m the only one she trusts not to die in the first five minutes. And because if this Cassian steps out of line, I’ll be the first to put steel through his ribs.	Protože jsem jediný, komu věří, že nezemře v prvních pěti minutách. A protože jestli ten Cassian vybočí z řady, budu první, kdo mu prožene ocel žebry.
Because men like him don’t stop. Today, he tried to take my girl. Tomorrow he’ll take another’s. Justice isn’t just for me, it’s for everyone he’s put in the ground.	Protože muži jako on nepřestanou. Dnes se pokusil vzít mou dívku. Zítra vezme jinou. Spravedlnost není jen pro mě, je pro každého, koho poslal do hrobu.
Because they are a thorn in my side, we can’t sell Halmare made wine without their knowledge or approval, because they are holding a monopoly on everything that is made from grapes.	Protože jsou mi trnem v oku. Nemůžeme prodávat víno z Halmare bez jejich vědomí a souhlasu, protože mají monopol na všechno, co se dělá z hroznů.
Berthold Kug, master of Propaganda for Ashbourne. If you’ve seen any of those ridiculous written declarations around the Lowlands, it was his work. Quite the wordsmith, isn’t he?	Berthold Kug, Ashbourneův mistr propagandy. Jestli jsi po Nížinách viděl některou z těch směšných psaných vyhlášek, byla to jeho práce. Pěkný slovíčkář, že?
Burning Stove spies said that Kug had been trying to make their relations better lately. Maybe he is afraid that Loxley will send an assassin after him or that Ashbourne will finally get enough of their bickering.	Zvědové Hořících kamen říkali, že Kug se poslední dobou snažil zlepšit jejich vztahy. Možná se bojí, že na něj Loxley pošle vraha nebo že Ashbourne bude mít jejich hašteření konečně dost.
But be careful. These are Falsgar men we are talking about. It wouldn’t be sensible to go after them alone. Gather your people and go after them. Or you could find some willing people near the tavern to help you.	Ale buď opatrný. Mluvíme tu o mužích Falsgaru. Nebylo by rozumné jít po nich sám. Shromáždi své lidi a jdi po nich. Nebo bys mohl u krčmy najít pár ochotných lidí, kteří ti pomohou.
But here’s what I remember. I was knocked out during an attack on Burning Stove members, and I woke up in a prison cell. But I remember I regained consciousness for a moment, in the middle of it all.	Ale tohle si pamatuji. Omráčili mě během útoku na členy Hořících kamen a probudil jsem se ve vězeňské cele. Pamatuji si ale, že jsem uprostřed toho všeho na chvíli přišel k vědomí.
But I offer you a word of caution. They are not fools. If one suspects you favor the other, if your actions begin to wound more than they help their wrath will not go quiet.	Ale dám ti varování. Nejsou to hlupáci. Jestli jedni pojmou podezření, že nadržuješ druhým, jestli tvé činy začnou víc zraňovat než pomáhat, jejich hněv nezůstane tichý.
But in the last few years, his priorities have shifted. It’s not about the village anymore, it’s about clinging to his position. That’s why he’s made a deal with the devil by workin’ with Ashbourne.	Ale v posledních letech se jeho priority změnily. Už mu nejde o vesnici, jde mu o to udržet se v křesle. Proto uzavřel smlouvu s ďáblem a spolupracuje s Ashbournem.
But it’s not sold openly. Only certain people have access to it, and Cassandra was tired of paying some middleman, so she tasked me with finding the alchemist and convincing him to work for us.	Ale neprodává se otevřeně. Přístup k tomu mají jen někteří, a Cassandru unavilo platit nějakému prostředníkovi, tak mi uložila najít alchymistu a přesvědčit ho, aby pracoval pro nás.
But listen to this, there were several pro-Atwood voters who weren’t able to cast their votes on election day. They had been picked for a so-called “routine inspection” of their business premises, and they couldn’t leave to vote.	Ale poslouchej, několik Atwoodových voličů nemohlo v den voleb odevzdat hlas. Vybrali je na takzvanou „běžnou kontrolu“ jejich obchodních prostor a nemohli odejít volit.
But my scouts have been telling me that she has been found alone, but they haven’t managed to find where she goes. Perhaps you can find more at Opportunist’s Bliss.	Ale moji zvědové mi říkali, že ji viděli samotnou, jenže nedokázali zjistit, kam chodí. Možná se dozvíš víc v Opportunist’s Bliss.
But then I met some obstacles, and here we are at this dead point. I can’t finish my task and return to Cassandra, and you can’t finish yours because I’m not gonna show up empty-handed. But if we help each other again, we can do both.	Ale pak jsem narazil na překážky, a tak jsme tu na mrtvém bodě. Já nemohu dokončit úkol a vrátit se ke Cassandře, a ty nemůžeš dokončit ten svůj, protože já se neukážu s prázdnýma rukama. Ale když si znovu pomůžeme, zvládneme obojí.
But what would happen, probably Falsgar will regroup. Take back the bay, slaughter us, and then go for what you left in Karvenia, so better focus and don’t make stupid decisions.	Ale co by se stalo? Nejspíš by se Falsgar přeskupil. Vzal by si zpět zátoku, povraždil nás a pak šel po tom, cos nechal v Karvenii, tak se radši soustřeď a nedělej hloupá rozhodnutí.
But, our scouts have gathered information that there’s going to be a shipment arriving at Nauroh, so we’re going to sabotage it so we can get our hands on some product.	Ale naši zvědové zjistili, že do Nauroh má dorazit zásilka, takže ji sabotujeme, abychom se dostali k nějakému zboží.
Carlos claims she’d never abandon us, but… Isa’s young. Restless. She’s been slipping out at night lately. If she ran, it wasn’t just for freedom. Someone lured her. Find out who.	Carlos tvrdí, že by nás nikdy neopustila, ale… Isa je mladá. Neklidná. Poslední dobou se v noci vytrácela. Jestli utekla, nebylo to jen za svobodou. Někdo ji nalákal. Zjisti kdo.
Cassians, on the other hand, are hardened corsairs, willing to do what’s necessary, and their knowledge of the seas would be an incredible asset, but their… non-honorable actions in the past could be an issue for the people of Halmare.	Cassiané jsou naproti tomu zocelení korzáři ochotní udělat, co je nutné, a jejich znalost moří by byla neocenitelná, ale jejich… nečestné činy v minulosti by mohly být pro lid Halmare potíží.
