I took the warden’s deal. Left the Halmayan flag behind instead. Now the Falsgar will blame Lyra’s rebels. Let them tear each other apart.	Přijal jsem dohodu se správcem. Místo toho jsem nechal na místě halmayanskou vlajku. Teď bude Falsgar vinit Lyřiny povstalce. Ať se navzájem roztrhají.
I tried to deliver the letter to the daughter but she told me her father had been dead for two years. How can this be possible? I need to talk to the elder to figure this out.	Snažil jsem se doručit dopis dceři, ale řekla mi, že její otec je dva roky mrtvý. Jak je to možné? Musím promluvit se stařešinou, abych to rozluštil.
I tried to reach the Mayor, but before I could, the Falsgar struck. Kug’s soldiers stormed the tavern. There was no time to think, only to fight. The Falsgar came hard and fast. I cut down their soldiers and barely survived the clash. In the chaos, the Mayor was seized and taken.	Snažil jsem se dostat k purkmistrovi, ale než se mi to podařilo, udeřil Falsgar. Kugovi vojáci vtrhli do krčmy. Nebyl čas přemýšlet, jen bojovat. Falsgar přišel tvrdě a rychle. Pobil jsem jejich vojáky a střet sotva přežil. Ve zmatku byl purkmistr zajat a odvlečen.
I ventured out to find the garlic and flax needed for the concoction. Eliza mentioned these herbs could be found in the nearby woods or fields. After some searching, I collected the required ingredients and prepared to bring it back.	Vydal jsem se hledat česnek a len potřebné na odvar. Eliza zmínila, že tyto byliny lze najít v okolních lesích nebo na polích. Po chvíli hledání jsem potřebné přísady nasbíral a chystal se je přinést zpět.
I was able to recruit a second person to join my cause. A new ally brought their own skills and knowledge. Now, I must go to Padstow and see how I can better help them.	Podařilo se mi najmout druhého člověka pro svou věc. Nový spojenec přinesl vlastní dovednosti a znalosti. Teď musím jít do Padstow a zjistit, jak jim mohu lépe pomoci.
I was born into a family of skilled hunters, here in Bradford… but my true passion lies in weaving! It took time, but my dedication was eventually recognized in the village. It also helped heal the strains within my family.	Narodil jsem se do rodiny zkušených lovců tady v Bradfordu… ale má pravá vášeň je tkaní! Trvalo to, ale vesnice mou oddanost nakonec uznala. Pomohlo to také zahojit napětí v mé rodině.
I was not informed about a visitor today. If you haven't been granted permission by the captain of the guard, then vacate the upper courtyard.	O dnešní návštěvě jsem nebyl zpraven. Pokud ti kapitán stráže nedal svolení, opusť horní nádvoří.
I was saved by the most beautiful creature—a woman. Her big eyes, her warm skin… I was sure as hell I was in heaven! She patched me, fed me.	Zachránilo mě nejkrásnější stvoření – žena. Její velké oči, teplá kůže… byl jsem si zatraceně jistý, že jsem v nebi! Ošetřila mě, nakrmila.
I was tricked! The so-called engineers tried to attack me but they did not expect for me to walk away victorious. I need to tell the elder about what happened.	Napálili mě! Takzvaní inženýři se mě pokusili napadnout, ale nečekali, že odejdu jako vítěz. Musím stařešinovi říct, co se stalo.
I won a fishing tournament, I mastered my skills, I wonder if next year it will look the same for me. I wonder if I can join another Tournament outside of the Lowlands and Highlands…	Vyhrál jsem rybářský turnaj, zdokonalil své umění. Zajímalo by mě, jestli to příští rok bude stejné. Jestli se mohu zúčastnit dalšího turnaje mimo Nížiny a Vysočinu…
I wonder how busy the blacksmith is in this village if the Elder has to pay me for delivering these hammers and pickaxes. I'd better help Bradford in their pursuit of iron independence after seeing all the corruption around the elections.	Zajímalo by mě, jak vytížený je tady kovář, když mi stařešina musí platit za doručení kladiv a krumpáčů. Po vší té zkaženosti kolem voleb radši Bradfordu pomohu v jeho snaze o železnou nezávislost.
I wonder if that talkative old man really needs help with those pests or if he's just lazy. Well, as long as he pays, I won't be picky.	Zajímalo by mě, jestli ten povídavý starý muž opravdu potřebuje pomoc se škůdci, nebo je jen lenivý. Nu, dokud platí, nebudu vybíravý.
I've successfully eliminated the bandit groups that terrorized the roads near Haerndean. The roads leading to the village are now much safer for travelers. It's time to return to Elder Dobron Yorklyn in Haerndean to report my success. He'll be pleased to hear that the bandit threat has been neutralized, and I'm eager to collect the promised reward.	Úspěšně jsem zlikvidoval bandy, které terorizovaly cesty u Haerndeanu. Cesty do vesnice jsou teď pro pocestné mnohem bezpečnější. Je čas vrátit se ke stařešinovi Dobronu Yorklynovi do Haerndeanu a ohlásit úspěch. Potěší ho, že hrozba banditů byla zneškodněna, a já se těším na slíbenou odměnu.
If I want to improve my fishing skills, I should try catching two of the easiest fish in this lake. Sounds simple enough, but I don’t remember doing this before I went back to Karvenia. Maybe it’ll be a good test.	Jestli chci zlepšit své rybářské umění, měl bych zkusit chytit dvě nejsnadnější ryby v tomto jezeře. Zní to prostě, ale nepamatuji si, že bych to dělal před návratem do Karvenie. Možná to bude dobrá zkouška.
If I want to master ocean or sea fishing, I need to find Alice Shoreman. They say she knows everything about fishing in saltwater. Hopefully, she’s not as weird as the last fishing master I met.	Jestli chci zvládnout rybolov v oceánu či moři, musím najít Alici Shoreman. Prý ví všechno o rybolovu ve slané vodě. Snad není tak podivná jako poslední rybářský mistr, kterého jsem potkal.
If our hunch is correct, and Bradford’s election was rigged by Ashbourne, then something similar may be happening in Blackridgepool. We should investigate so Ashbourne doesn’t meddle again.	Jestli je naše tušení správné a volby v Bradfordu zmanipuloval Ashbourne, pak se něco podobného může dít v Blackridgepoolu. Měli bychom to vyšetřit, aby Ashbourne znovu nezasahoval.
If you encounter a bug, please consider reporting it to help us improve the game. Click the button below to submit your report. Thank you for your support!	Pokud narazíš na chybu, zvaž prosím její nahlášení, abys nám pomohl hru vylepšit. Klikni na tlačítko níže a odešli hlášení. Děkujeme za podporu!
If your soft Karvenian steel doesn't crumble the moment our blades meet, the entire city will be here before you make a second blow.	Jestli se tvá měkká karvenská ocel nerozpadne, jakmile se naše čepele střetnou, bude tu celé město, než stihneš druhý úder.
Igor was very agitated at the sight of the book, refused to speak with me. This has lead no where. Perhaps there's moe clues in the site that I missed the first time.	Igor byl při pohledu na knihu velmi rozrušený a odmítl se mnou mluvit. Nikam to nevedlo. Možná jsou na tom místě další stopy, které jsem poprvé přehlédl.
In my search for leverage, I uncovered nothing of his lineage. No kin remained, and the House of Berthold was believed extinguished in the rebellion.	Při hledání páky jsem o jeho rodu nic neodhalil. Nezůstali žádní příbuzní a rod Bertholdů byl považován za vyhaslý v povstání.
In search of answers regarding this strange sigil, I have arrived at the nearest village: Haerndean. I need to speak with the Elder. They will provide guidance and help me find what I’m looking for.	Při hledání odpovědí o tom zvláštním znaku jsem dorazil do nejbližší vesnice: Haerndeanu. Musím promluvit se stařešinou. Poskytne mi vedení a pomůže najít, co hledám.
In the end, there was no more talk, only steel. Kug fought like a cornered wolf, but his reign ended here, in blood. He had forged chains into a crown, but I shattered both.	Nakonec už nebyla slova, jen ocel. Kug bojoval jako zahnaný vlk, ale jeho vláda skončila tady, v krvi. Ukoval řetězy v korunu, ale já roztříštil obojí.
In the Gear Presets Editor, choose from predefined presets or create custom ones. Tailor gear setups for all your Settlers to fit their roles perfectly.\r\n	V editoru sad výbavy vyber z přednastavených sad nebo vytvoř vlastní. Přizpůsob výbavu všem osadníkům tak, aby přesně odpovídala jejich rolím.\r\n
