# Obsah hry, dávka 20 (P-R) - originál <TAB> překlad
#
# Stupně knih doplněny o "Proficient": učednická → tovaryšská → pokročilá →
# znalecká → mistrovská.

# --- repliky ---
Please I'm in need I don't have too much time to talk about.	Prosím, jsem v nouzi, nemám moc času na řeči.
Poor choice of last words, you mongrel.	Chabá volba posledních slov, ty kříženče.
Prove you're worth your salt first, then we’ll talk.	Nejdřív ukaž, že za něco stojíš, pak si promluvíme.
Quick work! Good job.	Rychlá práce! Dobře.

# --- dialogové okruhy ---
Regarding that bandit nearby…	Ohledně toho lapky opodál…
Regarding that boar…	Ohledně toho kance…
Regarding that stolen loot you asked me to find.	Ohledně té kradené kořisti, co jsem měl najít.
Regarding the cure…	Ohledně toho léku…
Regarding the herbs and backpack you asked for…	Ohledně těch bylin a batohu, cos chtěl…
Regarding the horns you asked for…	Ohledně těch rohů, cos chtěl…
Regarding the ingredients you asked for...	Ohledně těch přísad, cos chtěl…
Regarding the ingredients...	Ohledně těch přísad…
Regarding the items you asked for…	Ohledně těch věcí, cos chtěl…
Regarding the items you asked…	Ohledně toho, cos chtěl…
Regarding the man, who is poisoning the village well...	Ohledně toho muže, co tráví obecní studnu…
Regarding the order from Padstow…	Ohledně té zakázky z Padstowu…
Regarding the resources you asked for…	Ohledně těch surovin, cos chtěl…
Regarding the shack…	Ohledně té chatrče…
Regarding the shrine next to Crasmere...	Ohledně té svatyně u Crasmere…
Regarding the shrine next to Farnworth...	Ohledně té svatyně u Farnworthu…
Regarding the shrine next to Horndean...	Ohledně té svatyně u Horndeanu…
Regarding the shrine next to Padstow...	Ohledně té svatyně u Padstowu…
Regarding the shrine next to the Blackridgepool...	Ohledně té svatyně u Blackridgepoolu…

# --- zadání úkolů ---
Pour antidote into the well	Nalij protijed do studny
Pour down the antidote	Vylij protijed
Pour the poison	Nalij jed
Put the stolen item in the secret stash.	Vlož ukradenou věc do tajné skrýše.
Put the token	Vlož odznak
Raise a squad of Cassians	Postav oddíl Cassianů
Raise a squad of Halmayans	Postav oddíl Halmayanů
Raise Militia	Povolej domobranu
Reach Kug's Chamber	Dostaň se do Kugovy komnaty
Reach Kug's Chamber.	Dostaň se do Kugovy komnaty.
Reach Opportunist's Bliss	Dostaň se do Opportunist’s Bliss
Reach Rustshore	Dostaň se do Rustshore
Reach the place where the caravan fell.	Dostaň se na místo, kde karavana padla.
Reach the Port.	Dostaň se do přístavu.
Reach The Sorwynn's Cup	Dostaň se do Sorwynn’s Cup
Read Note	Přečti zápisek
Read the Inscription	Přečti nápis
Rebuild Community	Obnov obec
Reconvene with {Npc}.	Sejdi se znovu s {Npc}.
Recruit {Npc} for the merchant	Naverbuj {Npc} pro kupce

# --- názvy úkolů ---
Point of No Return	Bod, odkud není návratu
Poision Quest	Úkol Jed
Price for Better Future!	Cena za lepší zítřek!
Pride and Parrying	Pýcha a kryty
Pride and Parrying Part 2	Pýcha a kryty, část 2
Pride and Parrying Part 3	Pýcha a kryty, část 3
Pride and Parrying Part 4	Pýcha a kryty, část 4
Pride and Parrying: Part 1	Pýcha a kryty: část 1
Pride and Parrying: Part 2	Pýcha a kryty: část 2
Pride and Parrying: Part 3	Pýcha a kryty: část 3
Pride and Parrying: Part 4	Pýcha a kryty: část 4
Problems with wolves quest item.	Předmět k úkolu Potíže s vlky.
Proving Mettle	Zkouška odvahy
Proving the Might	Zkouška síly
Queen's Enemy	Nepřítel královny
Poison Sample (Quest Item)	Vzorek jedu (předmět k úkolu)
Pregnant Woman's Note	Zápisek těhotné ženy
Raised Taxes Notice	Oznámení o zvýšení daní
Red Thorns War Party	Válečná družina Rudých trnů

# --- rybaření ---
Pull	Táhnout
