Good decision, but be careful, Loxley is a clever beast, but if we play our cards right, we could gain a useful pawn.	Dobré rozhodnutí, ale buď opatrný, Loxley je chytrá bestie. Když ale zahrajeme správně, můžeme získat užitečného pěšáka.
Good luck, young one. And take heed of my words, the Royal Bastards are a dangerous bunch.	Hodně štěstí, mladíku. A dbej mých slov, Královští parchanti jsou nebezpečná banda.
Good question. He disappeared after he announced the election results. I presume he went back to the Lord’s castle, that’s where he lives most of the time.	Dobrá otázka. Zmizel poté, co vyhlásil výsledky voleb. Předpokládám, že se vrátil na pánův hrad, tam tráví většinu času.
Good to see you, my friend! Let me tell you, I haven’t been able to stop smiling since my election victory!	Rád tě vidím, příteli! Musím ti říct, že od svého volebního vítězství se nemohu přestat usmívat!
Good work. With Redhold broken, no reinforcements will come. Edoardo’s last defense is at the port. We strike there next.	Dobrá práce. S padlým Redholdem už žádné posily nepřijdou. Edoardova poslední obrana je v přístavu. Tam udeříme příště.
Good work. With Redhold broken, no reinforcements will come. Jaime’s last defense is at the port. We strike there next.	Dobrá práce. S padlým Redholdem už žádné posily nepřijdou. Jaimeho poslední obrana je v přístavu. Tam udeříme příště.
Good. A rare day when Cassian and Halmayan blades aim at the same throat. May Kug choke on it.	Dobře. Vzácný den, kdy cassianské a halmayanské čepele míří na stejné hrdlo. Ať se tím Kug zadusí.
Good. It’s not much, but it’s yours, and it keeps you safe. In time, perhaps you’ll earn something sturdier.	Dobře. Není to mnoho, ale je to tvoje a ochrání tě to. Časem si možná vysloužíš něco pevnějšího.
Good. Keep your tongue steady and your ears sharper. They’ll dress lies in pretty words, don’t let them tangle you in them.	Dobře. Drž jazyk na uzdě a uši nastražené. Oblečou lži do hezkých slov, nenech se do nich zamotat.
Good. Very good. The Mayor’s safety is paramount, but you’ve done more than that, you’ve cut at the heart of the Cassians’ influence.	Dobře. Velmi dobře. Bezpečí purkmistra je prvořadé, ale dokázal jsi víc – zasáhl jsi samotné srdce cassianského vlivu.
Good. We’ll work together with them to free the Mayor, but we’ll prepare as though they’ll betray us anyway.	Dobře. Spojíme se s nimi, abychom osvobodili purkmistra, ale připravíme se, jako by nás stejně měli zradit.
Good. With him gone and the Falsgar scattered, it’s time to deal with Kug. Heal your wounds and ready yourself, Lyra is waiting for you in Cragkeep.	Dobře. Když je pryč a Falsgar rozprášen, je čas vypořádat se s Kugem. Zahoj si rány a připrav se, Lyra na tebe čeká v Cragkeepu.
Great job on the ship, my dear monkey. Only two of you against a whole group of Halmayans?	Skvělá práce na té lodi, můj milý opičáku. Jen vy dva proti celé skupině Halmayanů?
Great job, my dear. The Mayor is safe, the Knight-Commander eats the dirt, and Eryk is in one piece. You really impressed me.	Skvělá práce, drahoušku. Purkmistr je v bezpečí, rytíř-velitel žere hlínu a Eryk je vcelku. Opravdu jsi mě ohromil.
Guard? Haha, shouldn’t you be actually protecting the town instead of getting wasted to death?	Strážný? Haha, neměl bys spíš chránit město, místo abys chlastal do němoty?
Guilty? Maybe I am. But I was found guilty the moment Isa died because of you. Better to be damned with her memory than live in a world where you walk free.	Vinen? Možná jsem. Ale vinným jsem byl shledán v okamžiku, kdy Isa kvůli tobě zemřela. Lepší být zatracen s její památkou než žít ve světě, kde ty chodíš na svobodě.
Hah! Trust? Between Cassians and Halmayans? Don’t insult us both. I’m not asking for faith, I’m offering necessity.	Ha! Důvěra? Mezi Cassiany a Halmayany? Neurážej nás oba. Nežádám o víru, nabízím nutnost.
Hal-ma-yan. Say it right and show some respect. Our people are what built this island.	Hal-ma-yan. Říkej to správně a projev trochu úcty. Tenhle ostrov vybudoval náš lid.
Halmayans? And probably gonna be slaughtered because they lack manpower to face the Falsgar?	Halmayané? A nejspíš je povraždí, protože nemají dost lidí, aby se postavili Falsgaru?
Halt! You are walking on the Lord Ashbourne lands, why did you come here? Looking for trouble?	Stůj! Kráčíš po zemích lorda Ashbournea, proč jsi sem přišel? Hledáš potíže?
Hans Atwood was the clear favorite according to everyone in Bradford, but he somehow lost the election.	Hans Atwood byl podle všech v Bradfordu jasný favorit, ale volby nějak prohrál.
Hard, but honest. We look after one another because no one else will. That’s why I’m careful with strangers.	Tvrdý, ale poctivý. Staráme se jeden o druhého, protože nikdo jiný to neudělá. Proto jsem na cizince opatrný.
Hardly. But until Montverde is free, we tolerate each other. After that… Well, alliances are fragile things.	Sotva. Ale dokud nebude Montverde volný, snášíme se. Potom… Inu, spojenectví jsou křehká věc.
Have I ordered you to open them? No, next time stick to the plan and don’t do unnecessary things.	Nařídil jsem ti je otevřít? Ne, příště se drž plánu a nedělej zbytečnosti.
Have you forgotten? In Lowlands winter always hits early compared to Whisterfield.	Zapomněl jsi? V Nížinách zima oproti Whisterfieldu vždycky udeří brzy.
Have you thought about what will happen after you remove Viceroy from his position?	Přemýšlel jsi, co se stane, až místokrále sesadíš?
Have you thought it through? The Cassians won’t yield. Their leader still breathes, and while she does, the Isles will never be free of their grasp.	Promyslel sis to? Cassiané neustoupí. Jejich vůdkyně stále dýchá, a dokud dýchá, Ostrovy se z jejich sevření nikdy nevymaní.
