Krhil Masa Na Tirakhso Dra Kal Maruhn. Lothi á Vira élamat. Kor Nihāl Idrin thrǽm Solkun Da Vraē. Kor Vilmar Éthamra thralakh.	Krhil Masa Na Tirakhso Dra Kal Maruhn. Lothi á Vira élamat. Kor Nihāl Idrin thrǽm Solkun Da Vraē. Kor Vilmar Éthamra thralakh.
Oscar wants 50 gold for the translation of the letter. I hope he is not ripping me off.	Oscar chce za překlad dopisu 50 zlatých. Doufám, že mě neodírá.
Pants lost by Abel, adorned with golden elements and rich decorations. Covered in filth and mud, ruined.	Kalhoty, které ztratil Abel, zdobené zlatými prvky a bohatými ozdobami. Pokryté špínou a blátem, zničené.
Patryk is the current Elder of Bradford. He has been in this role for many years undisputed.	Patryk je současný stařešina Bradfordu. Je v té roli mnoho let bez soupeře.
Paul found a mysterious letter in the fish's belly. I agreed to take it to Oscar. I am curious about what’s written there.	Paul našel v rybím břiše záhadný dopis. Souhlasil jsem, že ho donesu Oscarovi. Jsem zvědavý, co v něm stojí.
Paul is excited to have a chance in catching the elusive golden trout. Hope he manages to do it.	Paul je nadšený, že má šanci chytit nepolapitelného zlatého pstruha. Doufám, že se mu to podaří.
Paul was shocked at what happened. He will now take care of the grain.	Paul byl z toho, co se stalo, v šoku. Teď se o obilí postará.
People living outside of villages will give them for your help. Can also be found when exploring Karvenia.	Lidé žijící mimo vesnice ti je dají za pomoc. Lze je také najít při průzkumu Karvenie.
Perchance the newcomer offered him something too enticing to refuse.	Snad mu ten nováček nabídl něco příliš lákavého, aby to odmítl.
Perfect for adding a touch of nature to your village paths and corners.	Ideální k dodání kousku přírody vesnickým cestám a zákoutím.
Perfectly prepared fishing bait. A favorite meal for fish, perfect for fishing.	Dokonale připravená rybářská návnada. Oblíbené jídlo ryb, ideální k rybolovu.
Perhaps it’s for the best. He was always different. He wouldn’t keep his head down.	Možná je to tak nejlepší. Vždycky byl jiný. Nedokázal držet hlavu skloněnou.
Player is now sleeping {CurrentNumber}/{MaxNumber} (TEXT CAN BE CHANGED IN SleepWaitNotifyWidget -> Text property)	Hráč nyní spí {CurrentNumber}/{MaxNumber}
Please, I’m looking for my mother. What if she got hurt here?	Prosím, hledám svou matku. Co když se tu zranila?
Pogrel was a minor house in Gauntlet, iron mines in our mountain, banners split by a crimson cleft.	Pogrel byl menší rod v Gauntletu, železné doly v naší hoře, prapory dělené karmínovou trhlinou.
Powder made by grinding raw grains at Windmill needed for making bread and other bakery.	Prášek z rozemletého zrní ve větrném mlýně, potřebný na pečení chleba a jiného pečiva.
Primitive trap for small animals like rabbits. Could break and has limited uses.	Primitivní past na malá zvířata jako králíky. Může se rozbít a má omezený počet použití.
Probably not the best idea to eat this. Made by keeping over a campfire for too long.	Jíst to asi není nejlepší nápad. Vzniká příliš dlouhým držením nad táborákem.
Produced by bees, it serves as a valuable resource for cooking.	Vyrábějí ho včely, slouží jako cenná surovina k vaření.
Produced by bees, it serves as a valuable resource for medicine and even building.	Vyrábějí ho včely, slouží jako cenná surovina k léčení a dokonce ke stavbě.
Produced from animal fur at Skinneries. Can be used for crafting various advanced gear recipes.	Vyrábí se ze zvířecí srsti v koželužně. Lze použít k výrobě různé pokročilé výbavy.
Produces various fabrics out of raw materials. You can request a specific fabric for additional Workforce.	Vyrábí různé látky ze surovin. Za dodatečnou pracovní sílu si můžeš vyžádat konkrétní látku.
PROTOTYPE Used for repairing any Tier 1 weapons, shields and tools.	PROTOTYP Používá se k opravě jakýchkoli zbraní, štítů a nástrojů 1. úrovně.
PROTOTYPE Used for repairing any Tier 2 weapons, shields and tools.	PROTOTYP Používá se k opravě jakýchkoli zbraní, štítů a nástrojů 2. úrovně.
PROTOTYPE Used for repairing any Tier 3 weapons, shields and tools.	PROTOTYP Používá se k opravě jakýchkoli zbraní, štítů a nástrojů 3. úrovně.
Provide some copper for Bradford hunters, so they can craft arrowheads.	Dodej lovcům z Bradfordu měď, aby mohli vyrábět hroty šípů.
Provides and access to the advanced food recipes and storage for your settlers.	Poskytuje osadníkům přístup k pokročilým receptům a skladování jídla.
