# Obsah hry, dávka 24 (T) - originál <TAB> překlad

# --- repliky hráče ---
That's all.	To je vše.
That’s all.	To je vše.
That's fine.	To je v pořádku.
That's a pity.	To je škoda.
That’s about all there is to it.	Víc k tomu asi není.
That’s everything I wanted to ask.	To je všechno, na co jsem se chtěl zeptat.
That’s not really helpful.	To moc nepomůže.
That’s way too much.	To je moc.
That’s what I thought.	To jsem si myslel.
That's a lot of responsibility, why me?	To je velká odpovědnost, proč zrovna já?
There is something I'd like to ask you.	Rád bych se tě na něco zeptal.
There's something I need to talk about with you...	Potřebuju s tebou o něčem mluvit…
Three axes and two bows should be enough.	Tři sekery a dva luky by měly stačit.
This winery, is it yours?	Tohle vinařství je tvoje?
The Legend of the Drowned God seems interesting.	Pověst o Utonulém bohu zní zajímavě.
The one about the Origin of the Dual Cup.	Tu o původu Dvojitého poháru.
The Taming of the Sea Serpent story.	Příběh o zkrocení mořského hada.

# --- repliky NPC ---
That's more like it, old man.	To už zní líp, starochu.
That’s what I like to hear!	To rád slyším!
That will be {cost} coins. ( {CompanionsCount} companions)	Dělá to {cost} mincí. ({CompanionsCount} družiníků)
Then don’t show your face here again until you pay!	Tak sem nechoď, dokud nezaplatíš!
Then fuck off.	Tak vypadni.
Then, chaos.	A pak chaos.
There might be a place for you now.	Možná se pro tebe teď místo najde.
There’s plenty to do around here.	Práce je tu spousta.
The caravan is not only the potential target, y’know?	Karavana není jediný možný cíl, víš?
The food here is awful. I can’t stomach it.	Jídlo je tu příšerné. Nemůžu to pozřít.
The houses here could use some renovation.	Domům by tu prospěla oprava.
The sun is invigorating	Slunce dodává sílu
There is no cloud	Není žádný mrak
This is an outrage! I will be back.	To je nehoráznost! Vrátím se.
This is MY winery, so answer it for yourself.	Tohle je MOJE vinařství, tak si odpověz sám.
This conversation is over, Kug, and so is your reign.	Tenhle rozhovor skončil, Kugu, a s ním i tvá vláda.
This one’s gonna ruffle a few helmets.	Tohle pár přileb pocuchá.
This will generate attention.	To vzbudí pozornost.
This mill looks wonderful!	Ten mlýn vypadá nádherně!
To what will you return? Fire and brimstone?	K čemu se vrátíš? K ohni a síře?
Those Brigands don't stand a chance	Ti lupiči nemají šanci
This is actually happening. We're making history	Vážně se to děje. Píšeme dějiny
This single flame is the difference between life and death.	Tenhle jediný plamen dělí život od smrti.
This beast, big or small, is really difficult to find.	Tuhle potvoru, velkou či malou, je opravdu těžké najít.

# --- deník ---
The blacksmith must be done by now. I need to return to him.	Kovář už musí být hotový. Musím se k němu vrátit.
The brigands have been defeated!	Lupiči byli poraženi!
The caravan was recalled	Karavana byla odvolána
The guards attacked on sight. No talking my way in.	Stráže zaútočily na první pohled. Domluvit se nedalo.
The man was agressive and attacked me on sight.	Ten muž byl útočný a vrhl se na mě.
These men were dangerous and clearly hiding something.	Ti muži byli nebezpeční a zjevně něco skrývali.
They wanted to buy a load of weapons for a good price.	Chtěli koupit náklad zbraní za dobrou cenu.
They were unlucky, this forest is full of wolves...	Neměli štěstí, ten les je plný vlků…
This chest must have something that could incriminate him.	V té truhle musí být něco, co ho usvědčí.
This is the final camp mentioned by Klara. Another victory.	To je poslední tábor, o kterém mluvila Klara. Další vítězství.
This looks like the sword that man lost.	Vypadá to na meč, který ten muž ztratil.
This man could not be talked to reason.	Tomu muži nebylo možné domluvit.
This must be the valuables the knight mentioned.	To musí být ty cennosti, o kterých rytíř mluvil.
This time we beat them...	Tentokrát jsme je porazili…
Tomas, I found something. It's Lyanna's necklace.	Tomáši, něco jsem našel. Je to Lyannin náhrdelník.
